"Document Title","Authors","Publication Year","Title: Skin","Abstract: Skin","First Removal","Abstract: Traditional ML","Second Removal","Duplication Status","Third Removal","Accepted or not","Proposed Model","Tasks (Objectives)","Used Databases"," Proposed Methodology"," Evaluation Metrics and Results","Abstract","DOI","Author Keywords","Article Citation Count","PDF Link"
"Image processing, pattern recognition: An efficient block-based algorithm for hair removal in dermoscopic images","Zaqout I.S.","2017","0","1","0","0","0","Unique","0","","","","","","","Hair occlusion in dermoscopy images affects the diagnostic operation of the skin lesion. Segmentation and classification of skin lesions are two major steps of the diagnostic operation required by dermatologists. We propose a new algorithm for hair removal in dermoscopy images that includes two main stages: hair detection and inpainting. In hair detection, a morphological bottom-hat operation is implemented on Y-channel image of YIQ color space followed by a bina-rization operation. In inpainting, the repaired Y-channel is partitioned into 256 non-overlapped blocks and for each block, white pixels are replaced by locating the highest peak, using a histogram function and a morphological close operation. The proposed algorithm reports a true positive rate (sensitivity) of 97.36 %, a false positive rate (fall-out) of 4.25 %, and a true negative rate (specificity) of 95.75 %. The diagnostic accuracy achieved is recorded at a high level of 95.78 %. © 2018, Institution of Russian Academy of Sciences. All rights reserved.","10.18287/2412-6179-2017-41-4-521-527","Dermoscopy image; Hair detection; Hair removal; Inpainting; Melanoma; Skin lesion","15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043324588&doi=10.18287%2f2412-6179-2017-41-4-521-527&partnerID=40&md5=009c28bf177e8b0ed35a9c82934a7884"
"A framework for detecting arsenic disease","Islam M.A.; Arefin M.S.","2017","0","1","0","0","0","First occurrence","0","","","","","","","Humans are exposed to arsenic (As) primarily from air, food and water. Anyone can develop arsenic toxicity as a result of arsenic exposure. Most of the reports of chronic as well as toxicity in human focus attention on skin manifestations because of its diagnostic specificity. A dermal manifestation such as hyperpigmentation is diagnostic of chronic arsenicosis. This paper focuses on designing and modelling a system that will collate Pigmented Skin Lesion (PSL), their analysis, corresponding observations and conclusions by medical experts using prototyping methodology. The system uses computational intelligence technique to analyse, process, and classify the image library data based on texture and morphological features of the images. A user in a remote location can use mobile data acquisition devices (such as smartphone) to generate images of PSL, supply such images as input to the proposed system, which in turns should intelligently be able to specify the arsenic poisoned hyperpigmentation status of the imaged PSL. The system has been evaluated with a set of images and found that the system can almost accurately detect arsenic. © 2016 IEEE.","10.1109/CEEICT.2016.7873149","Arsenic disease; automated diagnosis; medical imaging; skin disease","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016929982&doi=10.1109%2fCEEICT.2016.7873149&partnerID=40&md5=e1b7ac45484efaf542bc114e32f3854f"
"An integrated skin marking tool for use with optical coherence tomography (OCT)","Patalay R.; Craythorne E.; Mallipeddi R.; Coleman A.","2017","1","1","0","0","0","Unique","0","","","","","","","Optical coherence tomography (OCT) has been shown to provide clinically valuable images that can aid in the assessment of the pre-surgical margin in basal cell carcinoma (BCC). The accuracy and speed with which these images can be used to help delineate margins in the clinic are currently constrained by the need to suspend imaging whilst a pen is used to mark the skin. This constraint has been circumvented here by the design of a trigger-activated ink-loaded nib integrated with the OCT probe. The adapted OCT probe enables a mark to be placed on the skin precisely where a region of interest can be seen in the OCT images, accurately and reproducibly. The adapted probe is described and a comparison of its performance and early experience of its clinical use are reported here. Initial results indicate that the integrated skin marking probe makes margin delineation under OCT image-guidance faster, more accurate and more clinically acceptable. © 2017 SPIE.","10.1117/12.2250324","BCC; Mohs; optical coherence tomography; skin cancer; surgical margins","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019074762&doi=10.1117%2f12.2250324&partnerID=40&md5=4bec226bcf76e3d5f27249d2188ea78f"
"Melanoma Is Skin Deep: A 3D Reconstruction Technique for Computerized Dermoscopic Skin Lesion Classification","Satheesha T.Y.; Satyanarayana D.; Prasad M.N.G.; Dhruve K.D.","2017","1","1","0","0","0","Unique","0","","","","","","","Melanoma mortality rates are the highest amongst skin cancer patients. Melanoma is life threating when it grows beyond the dermis of the skin. Hence, depth is an important factor to diagnose melanoma. This paper introduces a non-invasive computerized dermoscopy system that considers the estimated depth of skin lesions for diagnosis. A 3-D skin lesion reconstruction technique using the estimated depth obtained from regular dermoscopic images is presented. On basis of the 3-D reconstruction, depth and 3-D shape features are extracted. In addition to 3-D features, regular color, texture, and 2-D shape features are also extracted. Feature extraction is critical to achieve accurate results. Apart from melanoma, in-situ melanoma the proposed system is designed to diagnose basal cell carcinoma, blue nevus, dermatofibroma, haemangioma, seborrhoeic keratosis, and normal mole lesions. For experimental evaluations, the PH2, ISIC: Melanoma Project, and ATLAS dermoscopy data sets is considered. Different feature set combinations is considered and performance is evaluated. Significant performance improvement is reported the post inclusion of estimated depth and 3-D features. The good classification scores of sensitivity = 96%, specificity = 97% on PH2 data set and sensitivity = 98%, specificity = 99% on the ATLAS data set is achieved. Experiments conducted to estimate tumor depth from 3-D lesion reconstruction is presented. Experimental results achieved prove that the proposed computerized dermoscopy system is efficient and can be used to diagnose varied skin lesion dermoscopy images. © 2013 IEEE.","10.1109/JTEHM.2017.2648797","3D features and tumor depth estimation; 3D lesion reconstruction; classification; Melanoma in-situ; skin lesions","109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014894364&doi=10.1109%2fJTEHM.2017.2648797&partnerID=40&md5=4c23d4423c5e0fce1dbe96962dfae888"
"Dermoscopic image enhancement and hair artifact removal using Gabor wavelet","Jamil U.; Khalid S.; Akram M.U.","2017","0","1","0","0","0","First occurrence","0","","","","","","","Skin cancer is one of the most prevalent types of cancer in our world. Diagnosis of skin cancer needs specialized equipment, doctors and continuous monitoring. Patients living in remote areas normally cannot access such facilities. To overcome these barriers of access, Computer Aided Diagnostics, an emerging field in computer science, often called telemedicine, is being considered a promising approach. Image processing for Computer Aided Diagnostics has three key steps, i.e. Segmentation, Feature Extraction and Classification. In this research, preprocessing and hair artifact removal experiment was performed on dermatoscope images by using Morphological and Gabor wavelet-based techniques. It has been found that, in some cases, wavelet transformations provide better results as compared to other techniques like gel, water bubbles and dark hair around the surface affected by cancer, i.e. these artifacts are removed with less effort. Experiments also showed that images with Blue channel from RGB are better as compared to other grayscale conversion techniques. © 2016 IEEE.","10.1109/INTECH.2016.7845028","dermoscopy; hair Inpainting; hair segmentation; image enhancement; skin cancer","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015275217&doi=10.1109%2fINTECH.2016.7845028&partnerID=40&md5=568f90a73ad490e697e65724b5f9b16d"
"I3dermoscopyApp: Hacking Melanoma thanks to IoT technologies","Di Leo G.; Liguori C.; Pietrosanto A.; Sommella P.; Paciello V.","2017","0","1","0","0","0","Unique","0","","","","","","","The paper introduces I3DermoscopyApp, a new declination of the Internet of Things (IoT) paradigm, designed to allow the early detection of melanoma. Even though artificial intelligence programs cannot outperform the diagnostic accuracy of expert dermatologists yet, they reveal to be very useful in providing second opinions to physicians with short clinical experience, thus improving significantly their diagnostic performance. Following this trend, an original integration of mobile app technology and well-known image processing algorithms allows the automatic analysis of pigmented skin lesions to help physicians apply a diagnostic method (Seven Point Check List) based on dermoscopy. The web-based platform makes the physician able to: i) store digital images captured by smartphones featured with a dermatoscope; ii) measure morphological and chromatic parameters of the skin lesion; iii) make a diagnostic decision according to the Seven Point Checklist method. A detailed description of the adopted techniques, together with the first validation results are reported. © 2017 Proceedings of the Annual Hawaii International Conference on System Sciences. All rights reserved.","","","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038823793&partnerID=40&md5=323a0a1e919c0852db6808eb8ca3a61f"
"High-level features for automatic skin lesions neural network based classification","Abbes W.; Sellami D.","2017","1","1","0","0","0","Unique","0","","","","","","","Melanoma is the most dangerous form of skin cancer. It can be developed from pigmented cells of the skin and can grow and spread swiftly to other organs (metastasis). An early diagnosis increases the chance of cure. In the past three decades, the increase in the incidence of melanoma has given rise to more accurate methods of analysis. Feature extraction is a critical step in melanoma decision support systems. Early dermatoscopic rules (ABCD rule, 7-point checklist, Menzies method and CASH algorithm), used by experts are generally low level features. In this paper, we consider several dermatoscopic rules for automatic detection of melanoma in order to generate new high level features allowing semantic analysis. Such extracted features are based on shape characterization and color and texture features. A neural network classifier is used for decision making. Experimental results indicate that semantic analysis is a useful method for discrimination of melanocytic skin tumors with good accuracy. The proposed method yields a good sensitivity of 92% and a specificity of 95% on a database of 206 skin lesion images. A comparative study with recent previous works illustrates that our approach outperforms in terms of accuracy and specificity. © 2016 IEEE.","10.1109/IPAS.2016.7880148","color; detection; diagnosis; Feature extraction; high level features; melanoma; Semantic analysis; texture","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018542177&doi=10.1109%2fIPAS.2016.7880148&partnerID=40&md5=33f06cf76ba4816611095a24f6cf9189"
"Skin lesion segmentation using Gray Level Co-occurance Matrix","Hassan M.; Hossny M.; Nahavandi S.; Yazdabadi A.","2017","1","1","0","0","0","First occurrence","0","","","","","","","Skin lesions screening is an effective method for early detection of melanoma. Mostly, melanoma appears as hyper-pigmented area relative to the surrounding skin. Lesion segmentation is an indispensable step for skin lesions analysis. Automated segmentation is used to assist the dermatologist to isolate the suspicious lesion from the surrounding background. Iterative Otsu's method is state-of-art segmentation technique and it has acceptable accuracy. However, iterative methods suffer same drawback, they are time consuming and no guarantee for convergence to the best solution before the maximum iterations limit reached. This paper presents a novel segmentation algorithm using GLCM (Gray Level Co-occurrence Matrix). Segmentation masks extracted by proposed method are compared to human-expert extracted ground truth. The proposed method consists of three major stages, preprocessing, segmentation, and post processing. The proposed method achieved a specificity rate of 98.62%, precision of 96.25% and sensitivity of 80.8%. © 2016 IEEE.","10.1109/SMC.2016.7844341","Dermoscopic images; GLCM; Melanoma; Segmentation; Skin lesions","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015739459&doi=10.1109%2fSMC.2016.7844341&partnerID=40&md5=62ff07df0f7a964a43996039efe6e4b8"
"Automatic detection of blue-whitish veil as the primary dermoscopic feature","Jaworek-Korjakowska J.; Kłeczek P.; Grzegorzek M.; Shirahama K.","2017","0","1","0","0","0","Unique","0","","","","","","","Dermoscopy is one of the major imaging modalities used in the diagnosis of melanoma and other pigmented skin lesions. Owing to the difficulty and subjectivity of human interpretation, dermoscopy image analysis has become an important research area. One of the most important local structure that is likely to appear in malignant melanoma is the blue-whitish veil. In this article, we present an unsupervised approach to the blue-whitish veil detection in dermoscopy images of pigmented skin lesions based on the analysis of HSV color space. The method is tested on a set of 179 dermoscopy images and the detection error rate is lower than 15%. The results demonstrate that the presented method achieves both fast and accurate blue structure segmentation in dermoscopy images. © Springer International Publishing AG 2017.","10.1007/978-3-319-59063-9_58","","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020891903&doi=10.1007%2f978-3-319-59063-9_58&partnerID=40&md5=a310d0d10a1e6dbd787a8c498940c814"
"Bio-Inspired Feed-Forward System for Skin Lesion Analysis, Screening and Follow-Up","Rundo F.; Conoci S.; Banna G.L.; Stanco F.; Battiato S.","2017","1","1","0","0","0","Unique","0","","","","","","","Traditional methods for early detection of melanoma rely upon a dermatologist who visually analyzes skin lesion using the so called ABCDE (Asymmetry, Border irregularity, Color variegation, Diameter, Evolution) criteria even though conclusive confirmation is obtained through biopsy performed by pathologist. The proposed method shows a bio-inspired feed-forward automatic pipeline based on morphological analysis and evaluation of skin lesion dermoscopy image. Preliminary segmentation and pre-processing of dermoscopy image by SC-Cellular Neural Networks is performed in order to get ad-hoc gray-level skin lesion image in which we compute analytic innovative hand-crafted image features for oncological risks assessment. At the end, pre-trained Levenberg-Marquardt Neural Network is used to perform ad-hoc clustering of such hand-crafted image features in order to get an efficient nevus discrimination (benign against melanoma) as well as a numerical array to be used for follow-up rate definition and assessment. © 2017, Springer International Publishing AG.","10.1007/978-3-319-68548-9_37","","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032496747&doi=10.1007%2f978-3-319-68548-9_37&partnerID=40&md5=f93a9c828545f2604d9adb82abfdf702"
"Pigmented skin lesion segmentation based on sparse texture representations","Martinez C.E.; Albornoz E.M.","2017","1","1","0","0","0","Unique","0","","","","","","","Among the most dangerous cancers, there is the Melanoma that affects millions of people. As this is a type of malignant pigmented skin lesion and it can be recognized by medical experts, computer-aided diagnostic systems are developed in order to assist dermatologists in clinical routine. One of the more difficult tasks is to find the right segmentation of lesions whose precision is very important to distinguish benign from malignant cases. In this work, we propose a new method based on sparse representation. First, an alternative representation of the image is obtained from the texture information. A sparse non-negative dictionary is computed and every image is projected onto this space. The reconstruction is calculated using only the most active atoms, which allows to obtaining an enhanced version of the texture where the morphological post-processing can effectively extract the lesion area. The experiments were carried out on a publicly available database and performance was evaluated in terms of segmentation error, accuracy, and specificity. Results showed that this first approach performs better than methods reported in the literature on this same data. © 2017 SPIE.","10.1117/12.2256891","Pigmented skin lesions; Segmentation; Sparse representations; Texture","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014670856&doi=10.1117%2f12.2256891&partnerID=40&md5=f5d8a64fbb548b39a748372f4cad3022"
"An analysis of human dorsal hand skin texture using hyperspectral imaging technique for assessing the skin aging process","Calin M.A.; Parasca S.V.; Calin M.R.; Petrescu E.","2017","1","1","0","0","0","Unique","0","","","","","","","Skin texture has become an important issue in recent research with applications in the cosmetic industry and medicine. In this paper, we analyzed the dependence of skin texture features on wavelength as well as on different parameters (age and gender) of human participants using grey-level co-occurrence matrix and hyperspectral imaging technique for a more accurate quantitative assessment of the aging process. A total of 42 healthy participants (men and women; age range, 20-70 years) was enrolled in this study. A region of interest was selected from the hyperspectral images. The results were analyzed in terms of texture using the gray-level co-occurrence matrix which generated four features (homogeneity, contrast, entropy, and correlation). The results showed that most of these features displayed variations with wavelength (the exception was entropy), with higher variations in women. Only correlation in both sexes and contrast in men proved to vary statistically significant with age, making them the targeted variables in future attempts to characterize aging skin using the complex method of hyperspectral imaging. In conclusion, by using hyperspectral imaging some measure of the degree of damage or the aging process of the hand skin can be obtained, mainly in terms of correlation values. At the present time, reasonable explanations that can link the process of skin aging and the above mentioned features could not be found, but deeper investigations are on the way. © The Author(s) 2016.","10.1177/0003702816659667","Age; Gray-level co-occurrence matrix; Hyperspectral imaging; Skin texture features; Wavelength","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019780658&doi=10.1177%2f0003702816659667&partnerID=40&md5=37d1facb99d874cf8f0e8d90c1c34fa3"
"Skin lesion segmentation via deep RefineNet","He X.; Yu Z.; Wang T.; Lei B.","2017","1","1","0","0","0","Unique","0","","","","","","","Dermoscopy imaging has been a routine examination approach for skin lesion diagnosis. Accurate segmentation is the first step for automatic dermoscopy image assessment. The main challenges for skin lesion segmentation are numerous variations in viewpoint and scale of skin lesion region. To handle these challenges, we propose a novel skin lesion segmentation framework via a very deep residual neural network based on dermoscopic images. The deep residual neural network and generic multi-path Deep RefineNet are combined to improve the segmentation performance. The deep representation of all available layers is aggregated to form the global feature maps using skip connection. Also, the chained residual pooling is leveraged to capture diverse appearance features based on the context. Finally, we apply the conditional random field (CRF) to smooth segmentation maps. Our proposed method shows superiority over state-of-the-art approaches based on the public skin lesion challenge dataset. © Springer International Publishing AG 2017.","10.1007/978-3-319-67558-9_35","Conditional random field; Deep RefineNet; Deep residual network; Dermoscopy image; Skin lesion segmentation","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029815003&doi=10.1007%2f978-3-319-67558-9_35&partnerID=40&md5=3a36a7ba1f735b5ad743652735818062"
"A Swarm Optimization-Based Kmedoids Clustering Technique for Extracting Melanoma Cancer Features","Khatami A.; Mirghasemi S.; Khosravi A.; Lim C.P.; Asadi H.; Nahavandi S.","2017","0","1","0","0","0","Unique","0","","","","","","","Melanoma is a dangerous type of skin cancers. It is alarming to see the increase of this noxious disease in modern societies, however, it can be cured by surgical excision if it is detected early. In this paper, a swarm-based clustering technique for detecting melanoma is developed. Meaningful colour features from images are extracted, and a new objective function is introduced by applying an efficient and fast linear transformation to detect Melanoma. Specifically, the proposed technique consists of three main phases. The first phase is a pre-processing stage to organize data into proper attributes, while the subsequent two phases comprise iterative swarm optimisation procedures. The iterative swarm optimisation procedures involve a linear transformation to convert the existing colour components into a new colour space, formulation of the Kmedoids objective function, and error minimisation of the particle swarm optimisation (PSO) solutions. The Otsu threshold technique is utilised to provide binary images. The proposed technique is efficient and effective due to its linearity and simplicity. © 2017, Springer International Publishing AG.","10.1007/978-3-319-70093-9_32","Colour space; Kmedoids clustering; Melanoma skin cancer; Otsu threshold technique; PSO","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035125901&doi=10.1007%2f978-3-319-70093-9_32&partnerID=40&md5=dcdfd9eb413c6ad598e740b3b893d2ae"
"Studies on a formidable dot and globule related feature extraction technique for detection of melanoma from dermoscopic images","Chatterjee S.; Dey D.; Munshi S.","2017","0","1","0","0","0","Unique","0","","","","","","","Among the wide variety of skin abnormalities, malignant melanoma is the deadliest and causes a vast majority of deaths. Existence of dark dots/globules is a feature demarcating the melanocytic skin lesions from the others. In this reported research work, a methodical approach for the identification and segmentation of dark dots/globules from the dermoscopic images using mathematical morphology has been proposed and implemented. Different morphological gradient operations have been performed with varying size of the Structuring Element (SE) to identify the small circular structures present in the skin lesion area. In the segmentation stage the threshold value has been selected according to the range of intensity values present in those dot/globule regions. Subsequently, a number of dot/globule related features have been extracted for the classification of the dermoscopic images. Furthermore, it has been shown that the dot/globule related features have a significant effect on the classification of the melanoma, and has the potential for scoring even 100% sensitivity, provided it is used in conjunction with appropriately chosen classification algorithms. © 2017 Taylor & Francis Group.","10.1201/9781315400624-62","","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034831296&doi=10.1201%2f9781315400624-62&partnerID=40&md5=028008c66e57d7175f9557edd7b4728b"
"Aggregating deep convolutional features for melanoma recognition in dermoscopy images","Yu Z.; Jiang X.; Wang T.; Lei B.","2017","0","1","0","0","0","Unique","0","","","","","","","We present a novel framework for automated melanoma recognition in dermoscorpy images, which is a quite challenging task due to the high intra-class and low inter-class variations between melanoma and non-melanoma (benign). The proposed framework shares merits of deep learning method and local descriptors encoding strategy. Specifically, the deep representations of a dermoscopy image are first extracted using a very deep residual neural network pre-trained on ImageNet. Then these local deep descriptors are aggregated by fisher vector (FV) encoding to build a holistic image representation. Finally, the encoded representations are classified using SVM. In contrast to previous studies with complex preprocessing and feature engineering or directly using existing deep learning architectures with fine-tuning on the skin datasets, our solution is simpler, more compact and capable of producing more discriminative features. Extensive experiments performed on ISBI 2016 Skin lesion challenge dataset corroborate the effectiveness of the proposed method, outperforming state-of-the-art approaches in all evaluation metrics. © 2017, Springer International Publishing AG.","10.1007/978-3-319-67389-9_28","Dermoscopy image; Fisher vector; Melanoma recognition; Residual network","31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029692967&doi=10.1007%2f978-3-319-67389-9_28&partnerID=40&md5=0f73f6a3d913f370123f059b2ce32718"
"Advanced earlier melanoma detection algorithm using colour correlogram","Soumya R.S.; Neethu S.; Niju T.S.; Renjini A.; Aneesh R.P.","2017","0","1","0","0","0","First occurrence","0","","","","","","","Melanoma is a most dangerous form of skin cancer that develops from the pigment producing cells known as melanocytes. Melanoma skin cancers are also known as malignant melanoma. Recent studies show that the death rates of melanoma patients depend on the various stages of cancer, so early detection and treatment of melanoma implicate higher chances of cure. Now most of the existing skin lesion analysis system use ABCDE parameters for feature extraction. But these methods have lot of drawbacks. In this paper an advance earlier melanoma detection algorithm is proposed using colour correlogram and texture analysis. Bayesian classifier is used to detect the abnormal skin cells with colour correlogram and SFTA feature vectors. The system is successfully tested with the dermoscopic dataset and the experimental results show that the combination of colour correlogram and texture analysis give better results with an accuracy of 91.5%. © 2016 IEEE.","10.1109/CSN.2016.7824012","Bayesian classifier; Colour correlogram; Image segmentation; Melanoma; SFTA; Skin Cancer","27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014892673&doi=10.1109%2fCSN.2016.7824012&partnerID=40&md5=f415d3c60ac434e004039847f003604b"
"Automated epidermis segmentation in histopathological images of human skin stained with hematoxylin and eosin","Kłeczek P.; Dyduch G.; Jaworek-Korjakowska J.; Tadeusiewicz R.","2017","1","1","0","0","0","Unique","0","","","","","","","Background: Epidermis area is an important observation area for the diagnosis of inflammatory skin diseases and skin cancers. Therefore, in order to develop a computer-aided diagnosis system, segmentation of the epidermis area is usually an essential, initial step. This study presents an automated and robust method for epidermis segmentation in whole slide histopathological images of human skin, stained with hematoxylin and eosin. Methods: The proposed method performs epidermis segmentation based on the information about shape and distribution of transparent regions in a slide image and information about distribution and concentration of hematoxylin and eosin stains. It utilizes domain-specific knowledge of morphometric and biochemical properties of skin tissue elements to segment the relevant histopathological structures in human skin. Results: Experimental results on 88 skin histopathological images from three different sources show that the proposed method segments the epidermis with a mean sensitivity of 87 %, a mean specificity of 95% and a mean precision of 57%. It is robust to inter- and intra-image variations in both staining and illumination, and makes no assumptions about the type of skin disorder. The proposed method provides a superior performance compared to the existing techniques. © 2017 SPIE.","10.1117/12.2249018","2D histogram analysis; Color deconvolution; Eosin; Epidermis; Hematoxylin; Histopathology; Image analysis; Mathematical morphology; Segmentation","22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020247639&doi=10.1117%2f12.2249018&partnerID=40&md5=129aa812c0aa29b8a09f65ae7b9e1eda"
"A marked poisson process driven latent shape model for 3d segmentation of reflectance confocal microscopy image stacks of human skin","Ghanta S.; Jordan M.I.; Kose K.; Brooks D.H.; Rajadhyaksha M.; Dy J.G.","2017","1","1","0","0","0","Unique","0","","","","","","","Segmenting objects of interest from 3D data sets is a common problem encountered in biological data. Small field of view and intrinsic biological variability combined with optically subtle changes of intensity, resolution, and low contrast in images make the task of segmentation difficult, especially for microscopy of unstained living or freshly excised thick tissues. Incorporating shape information in addition to the appearance of the object of interest can often help improve segmentation performance. However, the shapes of objects in tissue can be highly variable and design of a flexible shape model that encompasses these variations is challenging. To address such complex segmentation problems, we propose a unified probabilistic framework that can incorporate the uncertainty associated with complex shapes, variable appearance, and unknown locations. The driving application that inspired the development of this framework is a biologically important segmentation problem: the task of automatically detecting and segmenting the dermal-epidermal junction (DEJ) in 3D reflectance confocal microscopy (RCM) images of human skin. RCM imaging allows noninvasive observation of cellular, nuclear, and morphological detail. The DEJ is an important morphological feature as it is where disorder, disease, and cancer usually start. Detecting the DEJ is challenging, because it is a 2D surface in a 3D volume which has strong but highly variable number of irregularly spaced and variably shaped 'peaks and valleys.' In addition, RCM imaging resolution, contrast, and intensity vary with depth. Thus, a prior model needs to incorporate the intrinsic structure while allowing variability in essentially all its parameters. We propose a model which can incorporate objects of interest with complex shapes and variable appearance in an unsupervised setting by utilizing domain knowledge to build appropriate priors of the model. Our novel strategy to model this structure combines a spatial Poisson process with shape priors and performs inference using Gibbs sampling. Experimental results show that the proposed unsupervised model is able to automatically detect the DEJ with physiologically relevant accuracy in the range 10- $20 ~\mu m$. © 1992-2012 IEEE.","10.1109/TIP.2016.2615291","3D Bayesian model; dermis-epidermis; multiple object detection; poisson process; segmentation; shape model","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012083507&doi=10.1109%2fTIP.2016.2615291&partnerID=40&md5=0de6cae30dee60ce511a6d917b05e3a6"
"Multiregional Segmentation Modeling in Medical Ultrasonography: Extraction, Modeling and Quantification of Skin Layers and Hypertrophic Scars","Bryjova I.; Kubicek J.; Molnarova K.; Peter L.; Penhaker M.; Kuca K.","2017","1","1","0","0","0","First occurrence","0","","","","","","","In the clinical practice of the burns treatment, an autonomous modeling of the burns morphological structure is important for a correct diagnosis. Unfortunately, the geometrical parameters of burns and skin layers are subjectively estimated. This approach leads to the inaccurate assessment depending on the experience of an individual physician. In our research, we propose the analysis of multiregional segmentation method which is able to differentiate individual skin layers in the ultrasound image records. The segmentation method is represented by the mathematical model of skin layers while other structures are suppressed. Skin layers are consequently approximated by their skeleton with target of the layers distance measurement. The main applicable output of our research is the clinical SW SkinessMeter 1.0.0 serving for an autonomous modeling and quantification of the skin layers. © 2017, Springer International Publishing AG.","10.1007/978-3-319-67077-5_18","Burns; Hypertrophic scars; Multiregional segmentation; Skin layers; Ultrasound","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030843332&doi=10.1007%2f978-3-319-67077-5_18&partnerID=40&md5=867263ed626c74376485d341c20692bb"
"14th International Conference on Image Analysis and Recognition, ICIAR 2017","","2017","0","1","0","0","0","Unique","0","","","","","","","The proceedings contain 73 papers. The special focus in this conference is on Image Analysis and Recognition. The topics include: A weight-selection strategy on training deep neural networks for imbalanced classification; end-to-end deep learning for driver distraction recognition; deep CNN with graph Laplacian regularization for multi-label image annotation; transfer learning using convolutional neural networks for face anti spoofing; depth from defocus via active quasi-random point projections; discovery radiomics via a mixture of deep convnet sequencers for multi-parametric MRI prostate cancer classification; discovery radiomics for pathologically-proven computed tomography lung cancer prediction; left ventricle wall detection from ultrasound images using shape and appearance information; probabilistic segmentation of brain white matter lesions using texture-based classification; a machine learning-driven approach to computational physiological modeling of skin cancer; ejection fraction estimation using a wide convolutional neural network; fully deep convolutional neural networks for segmentation of the prostate gland in diffusion-weighted MR images; compensated row-column ultrasound imaging system using three dimensional random fields; curvelet-based Bayesian estimator for speckle suppression in ultrasound imaging; object boundary based denoising for depth images; a note on boosting algorithms for image denoising; scale and rotation invariant character segmentation from coins; image segmentation based on solving the flow in the mesh with the connections of limited capacities; exploiting semantic segmentation for robust camera motion classification; an event-based optical flow algorithm for dynamic vision sensors and hybrid multi-modal fusion for human action recognition.","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022210867&partnerID=40&md5=6f653446fff3bd997947a387c80e08f5"
"An intelligent despeckling method for swept source optical coherence tomography images of skin","Adabi S.; Mohebbikarkhoran H.; Mehregan D.; Conforto S.; Nasiriavanaki M.","2017","1","0","0","0","0","Unique","0","","","","","","","Optical Coherence Optical coherence tomography is a powerful high-resolution imaging method with a broad biomedical application. Nonetheless, OCT images suffer from a multiplicative artefacts so-called speckle, a result of coherent imaging of system. Digital filters become ubiquitous means for speckle reduction. Addressing the fact that there still a room for despeckling in OCT, we proposed an intelligent speckle reduction framework based on OCT tissue morphological, textural and optical features that through a trained network selects the winner filter in which adaptively suppress the speckle noise while preserve structural information of OCT signal. These parameters are calculated for different steps of the procedure to be used in designed Artificial Neural Network decider that select the best denoising technique for each segment of the image. Results of training shows the dominant filter is BM3D from the last category. © 2017 SPIE.","10.1117/12.2255565","Optical coherence tomography; Speckle reduction","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020270978&doi=10.1117%2f12.2255565&partnerID=40&md5=a8ebf9af507a5d1fadd4c12e38432982"
"Facial skin classification using convolutional neural networks","Alarifi J.S.; Goyal M.; Davison A.K.; Dancey D.; Khan R.; Yap M.H.","2017","1","1","0","0","0","Unique","0","","","","","","","Facial skin assessment is crucial for a number of fields including the make-up industry, dermatology and plastic surgery. This paper addresses skin classification techniques which use conventional machine learning and state-of-the-art Convolutional Neural Networks to classify three types of facial skin patches, namely normal, spots and wrinkles. This study aims to accomplish the pivotal work on the basis of these three classes to provide the collective facial skin quality score. In this work, we collected high quality face images of people from different ethnicities to create a derma dataset. Then, we outlined the skin patches of 100 × 100 resolution in the three pre-decided classes. With extensive parameter tuning, we ran a number of computer vision experiments using both traditional machine learning and deep learning techniques for this 3-class classification. Despite the limited dataset, GoogLeNet out-performs the Support Vector Machine approach with Accuracy of 0.899, F-Measure of 0.852 and Matthews Correlation Coefficient of 0.779. The result shows the potential use of deep learning for non-clinical skin images classification, which will be more promising with a larger dataset. © Springer International Publishing AG 2017.","10.1007/978-3-319-59876-5_53","Classification; CNNs; Facial skin; Skin quality assessment","24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022212534&doi=10.1007%2f978-3-319-59876-5_53&partnerID=40&md5=4395e2e9b3468df628e22633bcf5c612"
