"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Machine Learning Segmentation and Correlation","No","New","Yes (Intraoral fluorescent porphyrin biomarker imaging, clinical examinations, machine learning)","Correlation of systemic health conditions with periodontal disease","Machine Learning Segmentation using intraoral fluorescent images and clinical data","Not informed","1215 intraoral fluorescent images from 284 consenting adults aged 18-90","28","No","Yes (Intraoral fluorescent porphyrin biomarker imaging)","AUC, Precision and Recall of machine learning classifier (0.677, 0.271, 0.429 respectively) ","No","Not informed","Yes","AUC, Precision and Recall of machine learning classifier","Association between disease signatures in collected images (p<0.0001)","No","No","","Automated Process Incorporating Machine Learning Segmentation and Correlation of Oral Diseases with Systemic Health"
"Deep Learning Ensemble Methods","Yes","Adaptation","Yes (VGG19-UNet, DeeplabV3+, and other preprocessing methodologies)","Segmentation","Convolutional Neural Network (CNN) based ensemble methods","Melanoma","ISIC 2018 challenge dataset (2,594 dermoscopy images with ground truth segmentation masks)","47","No","Yes (other preprocessing methodologies not specified)","80% for training and 20% for validation","No","Not informed","Yes","Accuracy, Jaccard Index (0.815), Dice Coefficient (0.887)","Overall accuracy of 93.6%","No","No","","Deep Learning Ensemble Methods for Skin Lesion Analysis towards Melanoma Detection"
"Deep Learning with Color Space Combination and Conditional Random Fields","Yes","Adaptation","Yes (Color space combination, conditional random fields)","Segmentation","Fully Convolutional Network (FCN) with deep learning","Skin cancer","Dataset created from images acquired using smartphones' camera","14","Not informed","Yes (Color space combination)","Investigation of color spaces and post-processing effects on segmentation","No","Not informed","Yes","Segmentation performance metrics (not specified)","Improved segmentation results using color space combination and conditional random fields","No","No","","Skin lesion segmentation using deep learning for images acquired from smartphones"
"Convolutional Neural Networks (CNN)","No","New","Yes (Deep Learning based method for wound segmentation)","Segmentation","Yes, using CNN to produce a probability map","Diabetic foot ulcers","Not informed","42","Not informed","Yes (removing artifacts)","Dice index, segmentation accuracy (not specified)","No","Not informed","Yes","Segmentation accuracy and Dice index","High performance in terms of segmentation accuracy and Dice index (not specified)","No","No","","Diabetic Wound Segmentation using Convolutional Neural Networks"
"Integrated HMF Multi-Atlas Map Based Segmentation","Yes","New","Yes (Multi-atlas method, patch-based label fusion model)","Segmentation and feature extraction for melanoma diagnosis","Depth map from 2D dermoscopic image, structure tensors, relative depth features, streaks as morphological terms of melanoma","Melanoma","Not informed","2","Not informed","No","Segmentation accuracy, sensibility, specificity and cost function (not specified)","No","Not informed","Yes","Maximum segmentation accuracy, sensibility, specificity and minimum cost function compared to existing methods","Highest performance in terms of segmentation accuracy, sensibility, specificity and cost function (not specified)","No","No","","An Efficient Melanoma Diagnosis Approach Using Integrated HMF Multi-Atlas Map Based Segmentation"
"DCNN based on Transfer Learning","No","Adaptation","Yes (Transfer learning)","Classification","Pre-trained convolutional neural networks (CNNs)","Not informed","Real tactile dataset","24","Not informed","Yes (Transformation of 3D tensorial data into 2D images)","Literature comparison and real-world results","Yes","Not informed","Yes","Classification accuracy (not specified)","Outperformed classification results in the literature","No","No","","DCNN for Tactile Sensory Data Classification based on Transfer Learning"
"Transfer Learning with Average Pooling","Yes","Adaptation","No","Classification","Wavelets, Haralick and CNN through Transfer Learning (with Average pooling)","Lentigo","Not informed","3","No","No","Patch-level and image-level classification (not specified)","Yes","Not informed","Yes","Classification accuracy on three categories: Healthy, Benign and Malignant Lentigo","Highest classification accuracy (not specified) with Transfer Learning and Average pooling","No","No","","Two schemes for automated diagnosis of lentigo on confocal microscopy images"
"Artificial Neural Network","Yes","Adaptation","No","Classification","ABCD rule based features (shape, size and color properties)","Melanoma","Not informed","11","No","Yes (Dermoscopy images processing using active contour model without edges and digital image processing)","Accuracy, Sensitivity, Specificity (98%, 97.5%, 98.75%)","No","Not informed","Yes","Accuracy, Sensitivity and Specificity","Highest accuracy of 98% with sensitivity of 97.5% and specificity of 98.75%","No","No","","A Computational Approach to Pertinent Feature Extraction for Diagnosis of Melanoma Skin Lesion"
"Hybrid Classification Model (GA-ANN)","Yes","Adaptation","Yes (K-means clustering, texture analysis of Local Binary Pattern, Red, Green, Blue Channels and Gray Level Cooccurence Matrix techniques)","Classification","Yes (Local Binary Pattern, Red, Green, Blue Channels and Gray Level Cooccurence Matrix techniques)","Skin cancer","Dermoscopic image dataset","4","Not informed","Yes (Pre-processing steps not specified)","Comparison with existing methods","No","Not informed","Yes","Accuracy and performance metrics (not specified)","Better results in segmentation, feature extraction, and classification compared to existing methods","No","No","","Analysis of skin cancer using k-means clustering and hybrid classification model"
"Modified MobileNet","Yes","Adaptation","No","Classification","Convolutional Neural Networks (CNN) using MobileNet","Various types of skin lesions","HAM10000 dataset with 10,000 training images","167","Not informed","Yes (Data up-sampling and data augmentation)","Accuracy, Specificity, Sensitivity, F1-score","No","Yes","Yes","Accuracy, Specificity, Sensitivity, F1-score (higher than traditional MobileNet)","Higher accuracy and other metrics compared to the original MobileNet model","No","No","","Convolutional Neural Networks Using MobileNet for Skin Lesion Classification"
"Image Processing and Classification Method","Yes","Adaptation","No","Classification","Gray level, area, number of spots, color histograms","Not specified (plant or skin disease diagnosis)","Not informed","0","Not informed","No","Good accuracy and high speed classification","No","Not informed","Yes (compared to complicated pattern matching algorithms)","Accuracy, speed of classification","Good accuracy and high speed classification with simplicity for extensibility","No","No","","Image Processing and Classification Method Appropriate for Extensible Mobile Applications"
"Hybrid feature extraction approach using ABCD rule, GLCM and LBP","Yes","Adaptation","Yes (ABCD rule, GLCM, LBP)","Classification","GLCM, LBP for texture features and ABCD rule for feature selection","Melanoma","Not informed","0","Not informed","Yes (RGB to HSV)","Back propagation neural network (BPN) as classifier","No","Not informed","Yes","Accuracy, not specified","Greater accuracy in identifying malignant melanoma skin lesion (not specified)","No","No","","A hybrid feature extraction approach for the detection of melanoma using neural network"
"Portable application using picture preparing, neural systems and AI","Yes","Adaptation","Yes (Picture handling, Neural networks, Machine Learning)","Identification of skin issue type","Blend of picture preparing, neural systems and AI","Not specified","0 images","0","Not informed","Yes (Picture handling)","Not informed","No","Not informed","No","Precision, not specified","Portable application for identifying skin issue type with more prominent precision","No","No","","Technical research on skin deficiencies using medical image processing applications"
"GAN based Data Augmentation","Yes","Adaptation","No","Classification","Deep convolutional neural network (CNN)","Various types of skin cancer","Not informed","145","No","Yes (GAN based data augmentation)","Compared with conventional data augmentation strategies","No","Yes (using GANs to generate realistic looking dermoscopic images)","Yes","Not specified","Significant performance gains compared with conventional data augmentation strategies","No","No","","Skin Lesion Classification Using GAN based Data Augmentation"
"Deep Learning Models (CNNs with segmentation)","Yes","Adaptation","Yes (Parallel networks, transfer learning and CNNs with segmentation)","Classification","Pre-trained CNN models fine-tuned for skin lesion types prediction","Pigmented skin lesions","HAM10000 dataset","19","Not informed","No","Accuracy (82.8%) and F-score (0.7)","Yes","Not informed","Yes","Accuracy, F-score","Highest accuracy of 82.8% and average F-score of 0.7","No","No","","Deep Learning Diagnosis of Pigmented Skin Lesions"
"Convolutional Neural Network (CNN)","Yes","New","No","Prediction and Risk Assessment","Convolutional Neural Networks","Various skin diseases","Not informed (user input images)","0","No","Yes (taking user input in the form of images)","Not specified","No","Not informed","No","Accuracy and risk assessment","Accurate results for disease prediction (not specified)","No","Yes (user input images)","","Convolutional neural network model for predicting skin based diseases and evaluation of risk assessment"
"Content-Based Image Retrieval (CBIR)","Yes","Adaptation","No","Classification","Deep classification features from neural network","Various types of skin cancer","Three retrospectively collected image datasets (888, 2750 and 16 691 images)","62","Not informed","No","Area under the receiver operating characteristic curve (AUC), multiclass-accuracy, mean average precision (mAP) on unseen test images","Yes","Not informed","Yes","Accuracy of CBIR compared to softmax predictions from neural network","Comparable accuracy with softmax probability-based diagnoses (AUC values similar, multiclass-accuracy comparable)","No","Yes","","Diagnostic accuracy of content-based dermatoscopic image retrieval with deep classification features"
"Two-stage approach: U-Net for segmentation and FuzzEdge for edge extraction","Yes","New","No","Border Extraction","U-Net (segmentation) and FuzzEdge (edge extraction)","Various types of skin cancer","Not informed","21","Not informed","No","Dice similarity coefficient (87.7%) and comparison with manual border drawings","No","Not informed","Yes","Dice similarity coefficient, accuracy of main borders detection","Average Dice similarity of 87.7%","Yes (compared with another published approach)","No","","A Deep Learning Based Approach to Skin Lesion Border Extraction with a Novel Edge Detector in Dermoscopy Images"
"Combination of statistical features, GLCM and GLRLM","Yes","Adaptation","Yes (Statistical features, GLCM, GLRLM)","Classification","Image processing using statistical features, GLCM and GLRLM","Skin cancer","PH2 database","100","Not informed","Yes (Otsu's thresholding and Region growing)","Sensitivity, Specificity, Accuracy, Precision, Recall, F-measure","No","Not informed","Yes","Sensitivity, Specificity, Accuracy, Precision, Recall, F-measure","Highest performance metrics (not specified)","No","No","","Improved technique to diagnose skin cancer using advanced image processing and machine learning techniques"
"Parallel Skin: A Vision-Based Dermatological Analysis Framework","Yes","New","Yes (Generative Models, Parallel Intelligence)","Dermatological analysis and diagnosis","Artificial skin image system for data selection and generation","Various types of skin diseases","Not informed","17","Not informed","No","Predictive learning, Descriptive and prescriptive learning (not specified)","No","Yes (Artificial skin image system for data selection and generation)","Not informed","Closed-loop diagnostic analysis model optimization metrics not specified","Optimized closed-loop diagnostic analysis model","No","Yes (Parallel medical image analysis framework)","","Parallel Skin: A Vision-Based Dermatological Analysis Framework; [平行皮肤:基于视觉的皮肤病分析框架]"
"VGG16 encoder combined with SegNet decoder, TernausNet, and DeepLabV3+","Yes","Adaptation","No","Segmentation","Deep neural networks (DNN)","Melanoma and other skin cancers","Dataset with RGB images of skin lesions and ground truth segmentation","28","Not informed","No","Jaccard Index (0.82, 0.876)","Yes (pre-trained VGG16 encoder)","Not informed","Yes","Jaccard Index and computational efficiency of training","DeepLabV3+ achieved the highest Jaccard Index score (0.876)","No","No","","Skin lesion segmentation with deep learning"
"Deep visual features with additional high-level position information","Yes","Adaptation","No","Classification","Deep learning (with added position information)","Various skin diseases","SD-198-P dataset with additional high-level position information","9","Not informed","No","Comparison to hand-crafted features and state-of-the-art methods (not specified)","No","Not informed","Yes","Performance of deep visual features compared to hand-crafted features","Outperforms current state-of-the-art clinical skin disease classification methods (not specified)","Yes","No","","Automatic classification of clinical skin disease images with additional high-level position information"
"Computer Aided Diagnosis (CAD) for Segmentation and Classification of Burnt Human skin","Yes","Adaptation","No","Segmentation and Classification","Otsu method of thresholding for segmentation, statistical method to obtain feature vector","Not informed (Burnt human skin)","Dataset collected from the burn center of Allied Hospital Faisalabad, Pakistan (18 images)","18","No","Yes (Otsu method of thresholding for segmentation and image enhancement)","Multiple classifiers with maximum average accuracy of 74.86%","No","Not informed","Yes","Accuracy (maximum average accuracy of 74.86%)","Maximum average accuracy of 74.86%","No","No","","Computer Aided Diagnosis (CAD) for Segmentation and Classification of Burnt Human skin"
"Two-stage segmentation approach with Otsu and Chan–Vese algorithms","Yes","Adaptation","No","Classification","Three new distinct features (Asymmetry, Border, Color) + existing shape and size properties based on ABCD rule","Melanoma","39 dermoscopy images (not specified)","Not informed","No","Yes (Otsu and Chan–Vese algorithms for lesion segmentation, Dull-Razor algorithm to remove hair)","98.2% overall classification accuracy with 98% sensitivity and 98.2% specificity","No","Not informed","Yes","Accuracy, Sensitivity, Specificity (not specified)","Highest accuracy of 98.2% with sensitivity and specificity of 98%","No","No","","Feature extraction from dermoscopy images for melanoma diagnosis"
"C-UNet","Yes","New","Yes (Inception-like convolutional block, recurrent convolutional block and dilated convolutional layers)","Segmentation","Deep learning model with Inception-like convolutional block, recurrent convolutional block and dilated convolutional layers","Melanoma","Not informed","31","Not informed","No","Dice loss and cross-entropy loss (finetune technique)","No","Not informed","Yes (UNet)","Accuracy, robustness of segmentation results","Better accuracy and more robust segmentation results than UNet","No","No","","Skin Lesion Segmentation with C-UNet"
"PsLSNet (Modified U-Net-based fully convolutional network)","Yes","New","No","Segmentation","29-layer deep fully convolutional network with batch normalization and automatic spatial information extraction","Psoriasis skin lesions","5241 images of psoriasis lesions collected from 1026 patients","81","Not informed","No","Dice coefficient, accuracy (93.03%, 94.80%), sensitivity and specificity (89.60%, 97.60%)","No","Not informed","Yes","Dice coefficient, accuracy, sensitivity, and specificity","Highest performance metrics (93.03% Dice coefficient, 94.80% accuracy) compared to existing approaches.","No","Yes","","PsLSNet: Automated psoriasis skin lesion segmentation using modified U-Net-based fully convolutional network"
"U-Net and Mask R-CNN","Yes","Adaptation","No","Segmentation","Deep neural architectures (U-Net, Mask R-CNN)","Melanoma and other skin cancers","ISIC dataset for its 2017 challenge","17","Not informed","No","Computation times, performance comparison (Mask-R-CNN > U-Net)","No","Not informed","Yes","Performance and computation time","Better performance of Mask R-CNN compared to U-Net, with lower computation times","No","No","","A Brief Analysis of U-Net and Mask R-CNN for Skin Lesion Segmentation"
"Not applicable (Survey paper)","Yes","Not applicable","No","Detection and classification of various types of cancers","Various deep learning algorithms (not specified)","Breast cancer, lung cancer, brain cancer, Skin cancer, and other types of cancer","Not informed","5","Not informed","No","Summary and comments on the applications of various algorithms (not specified)","No","Not informed","Yes","Not applicable","Not applicable","No","No","","Study of detection of various types of cancers by using deep learning: A survey"
"Multi-tree Genetic Programming with A New Fitness Function","Yes","New","Yes (Multiple trees influencing each other's performance)","Classification","Local binary patterns, ABCD rule features (asymmetrical property, border shape, color variation and geometrical characteristics)","Melanoma","Two benchmark skin image datasets (not specified)","6","Not informed","No","Comparison with six widely used classification algorithms and single tree GP method","No","Not informed","Yes (six widely used classification algorithms, single tree GP method)","Performance gains over other methods","Significantly outperformed all comparison methods","No","No","","Multi-tree Genetic Programming with A New Fitness Function for Melanoma Detection"
"Multi-model deep neural network","Yes","Adaptation","Yes (Transfer learning based DCNN features extraction and KcPCA optimal selection)","Classification","Pre-trained ResNet deep neural network (RESNET-50, RESNET-101) with transfer learning","Melanoma skin cancer","HAM10000, ISBI 2017, and ISBI 2016 datasets","135","Not informed","No","Accuracy (89.8%, 95.60%, 90.20%) on three different datasets","Yes","Not informed","Yes","Accuracy, Precision, Recall, F1-score (not specified)","Highest accuracy of 95.60% on ISBI 2017 dataset","No","Yes","","Multi-model deep neural network based features extraction and optimal selection approach for skin lesion classification"
"Convolutional Neural Network (CNN)","Yes","Adaptation","No","Classification","Deep learning using CNN","Melanoma and other skin cancers","Open source images (ISBI 2016 challenge test data)","29","Not informed","No","Average precision, Area under the receiver operating curve (0.709, 0.85)","No","Not informed","Yes (ISBI 2016 challenge winner)","Average precision and Area under the receiver operating curve","Outperforms ISBI 2016 challenge winner with an average precision of 0.709 and area under the receiver operating curve of 0.85.","Yes","No","","Enhanced classifier training to improve precision of a convolutional neural network to identify images of skin lesions"
"Convolutional Neural Network (CNN)","Yes","Adaptation","No","Classification","Pre-trained CNN model using skin cancer images dataset","Skin Cancer (not specified)","10,015 skin cancer images dataset","100","Not informed","No","On-device inference app for skin cancer detection","Yes (pre-trained model)","Not informed","Yes","Accuracy, latency, bandwidth usage and privacy preservation","Reduced latency, saved bandwidth and improved privacy by performing computations locally on mobile device","No","No","","Machine learning on mobile: An on-device inference app for skin cancer detection"
"HSV Segmentation","Yes","Adaptation","No","Segmentation","RGB-HSV conversion, Gaussian filtering, Histogram equalization","Various types of skin cancer","PH2 dataset and ISIC 2016 Dataset","10","Not informed","Yes (Gaussian filtering, Histogram equalization)","Ground Truth image vs. Segmented Image comparison","No","Not informed","Yes","Accuracy (96% for PH2 dataset, 95% for ISIC 2016 Dataset)","Highest accuracy of 96%","No","No","","An Automatic Threshold Segmentation and Mining Optimum Credential Features by Using HSV Model"
"Deep learning system with data purification and augmentation","Yes","New","Yes (Data purification, Data augmentation using Generative Adversarial Networks)","Classification","Deep convolutional neural networks","Melanoma and other skin cancers","Not informed","106","No","Yes (Removing image occlusions)","Empirical verification using common baselines comparison","No","Yes (Generative Adversarial Networks for populating scarce lesion classes)","Yes","Not specified","Superior performance over common baselines in melanoma detection system","No","No","","Towards automated melanoma detection with deep learning: Data purification and augmentation"
"Deep Metric Learning Enhanced Neural Network (DMLEN)","Yes","Adaptation","No","Segmentation","Deep metric learning enhanced neural network","Various types of skin lesions","Two datasets (not specified)","9","Not informed","No","Mean Absolute Error (MAE) reduction by at least 3% compared to previous methods","No","Not informed","Yes","MAE, lesion segmentation accuracy","Decreased MAE by at least 3% compared to previous methods","No","No","","An Enhanced Neural Network Based on Deep Metric Learning for Skin Lesion Segmentation"
"Sampling with Level Set (SLS) algorithm","Yes","New","Yes (Color and texture features)","Segmentation","Gabor wavelet-based texture features, prior color distribution","Pigmented skin lesions (including melanoma)","Not informed","9","Not informed","Yes (Hair and black frame removal, Otsu thresholding, entropy maximization)","Comparison with state-of-the-art algorithms","No","Not informed","Yes","Accuracy and adaptability to different databases (not specified)","Outperforms other state-of-the-art algorithms in terms of accuracy and adaptability","Yes","No","","Sampling with level set for pigmented skin lesion segmentation"
"Kernelized Manifold Mapping","Yes (ISBI ISIC 2017 skin lesion segmentation)","New","No","Robustness to adversarial perturbations","Radial basis convolutional feature mapping with Mahalanobis-like distance function","Various types of cancer (skin lesions, chest X-rays)","MNIST, ISBI ISIC 2017 skin lesion segmentation dataset, NIH Chest X-Ray-14 dataset","29","Not informed","No","Gradient and non-gradient based attacks (targeted and untargeted)","No","Not informed","Yes (non-gradient masking defense strategies)","Robustness to adversarial perturbations, accuracy on clean data","Increased resilience to adversarial perturbations without accuracy drop on clean data","No","Yes (three publicly available datasets)","","A kernelized manifold mapping to diminish the effect of adversarial perturbations"
"Improved U-net","Yes","Adaptation","No","Segmentation","Deep learning model (U-net)","Melanoma and other skin cancers","2017 ISIC Challenge dataset towards melanoma detection","59","Not informed","No","State-of-the-art performance on skin lesion segmentation task (not specified)","No","Not informed","Yes","Segmentation accuracy and other metrics not specified","State-of-the-art performance on skin lesion segmentation task (not specified)","No","No","","Skin Lesion Segmentation Based on Improved U-net"
"","Yes","","","","","Basal Cell Carcinoma (BCC), Squamous Cell Carcinoma (SCC) and Melanoma","Not informed","0","Not informed","","","No","Not informed","Yes","Accuracy, Sensitivity and Specificity (not specified)","Not informed","No","No","","Skin Cancer Monitoring Project"
"Deep Attention Model","Yes","New","Yes (Attention module and hierarchical organization of skin lesions)","Classification","Hierarchical diagnosis using attention maps","Various types of skin cancer","ISIC 2017 and ISIC 2018 datasets","34","Not informed","No","State-of-the-art dermoscopy sets (ISIC 2017 and ISIC 2018)","No","Not informed","Yes","Not specified","Improved performance using attention module and hierarchical organization of skin lesions (not specified)","Yes","No","","Deep attention model for the hierarchical diagnosis of skin lesions"
"Multilayer Feed-Forward Artificial Neural Networks","Yes","Adaptation","Yes (Haralick’s parameters and color features)","Classification","Gray Level Co-occurrence Matrices (GLCM) with Haralick's statistical parameters, mean, median and standard deviation of the three color planes","Melanoma","Not informed","21","No","No","Accuracy (93.7%) with modified standard deviation and ABCD features","No","Not informed","Yes","Accuracy, precision, recall, F1-score","Highest accuracy of 93.7% with modified standard deviation and ABCD features","No","No","","Performance analysis of low-level and high-level intuitive features for melanoma detection"
"Several state-of-the-art convolutional neural networks","Yes","Adaptation","No","Detection","Convolutional Neural Networks (CNN)","Melanoma","Not informed","203","Not informed","Yes (Different pre-processing steps to enhance image quality)","GPU-based training and deployment process, Data augmentation methodology (horizontal and vertical flipping techniques) ","No","Yes (Horizontal and vertical flipping techniques)","Yes","Not specified","Improved accuracy due to pre-processing steps and data augmentation methodology","No","No","","A comparative study of deep learning architectures on melanoma detection"
"Morphological Geodesic Active Contour (MGAC)","Yes","New","No","Segmentation","Mathematical morphology and geodesic active contour","Various skin lesions","PH2 dermoscopic images database (52 images)","Not informed","No","Automatic initialization using mathematical morphology","Jaccard Index, Dice coefficient, Matthew correlation coefficient, sensitivity, specificity, accuracy and F-measure","No","Not informed","Yes (compared to traditional methods like JSEG, SRM, Level Set, ASLM and others)","Jaccard Index (86.16%), Dice coefficient (92.09%), Matthew correlation coefficient (87.52%) sensitivity (91.72%), specificity (97.99%), accuracy (94.59%) and F-measure (93.82%))","Better results in all similarity metrics compared to traditional methods, except for Jaccard Index where it was better than machine learning/deep learning techniques.","Yes","No","","Automatic skin lesions segmentation based on a new morphological approach via geodesic active contour"
"Digital Image Processing","Yes","Adaptation","No","Characterization and detection of skin cancer lesions","RGB color space, k-means algorithm for segmentation","Squamous cell carcinomas and melanomas","Thermographic images (not specified)","11","Not informed","Yes (Identification of areas of interest, color segmentation)","RGB values in the red component (>100) and k-means algorithm results","No","Not informed","No","Red component value, average value of areas segmented by k-means","Values in the red component above 100 and higher average values in the red component for lesions with skin cancer","No","No","","Characterization of thermographic images of skin cancer lesions using digital image processing"
"Neural Networks on iOS devices","Yes","Adaptation","No","Boundary detection","Machine learning algorithms using Core Machine Learning Interface and conversion tools","Not specified (skin lesions)","Freely available pictures","2","Not informed","No","Performance and maturity level evaluation of Neural Network frameworks","Yes (using pre-trained models)","Not informed","Yes","Not specified","Improved performance on iOS devices using machine learning algorithms and conversion tools","No","No","","Skin lesion boundary detection with neural networks on iOS devices"
"Levels Propagation Approach (LPA)","No","New","Yes (Inspired by tumor propagation and relies on a finite set of nested levels)","Segmentation","Not specified","Breast cancer","RIDER breast tumor dataset, CMH-LIMED breast tumor dataset","7","Not informed","No","Competitive results to state-of-the-art methods and acceptable computation complexity (not specified)","No","Not informed","Yes","Precision, effectiveness of segmentation","Competitive results to state-of-the-art methods and acceptable computation complexity (not specified)","No","No","","Levels Propagation Approach to Image Segmentation: Application to Breast MR Images"
"Convolutional Neural Network with filter-based input augmentation","Yes","Adaptation","Yes (filter-based input augmentation)","Classification","Mid-level computer vision filters, Eigenanalysis of Hessian matrix, Gabor filter bank, Steerable filters","Skin lesions (malignant and non-malignant)","Not informed","7","No","Yes (filter-based input augmentation)","Transfer learning, limited size of training image datasets","Yes","Not informed","Yes","Classification accuracy","Significantly improved classification accuracy with filter-based input augmentation (not specified)","No","No","","Improving the performance of convolutional neural network for skin image classification using the response of image analysis filters"
"Artificial Bee Colony Algorithm","Yes","Adaptation","No","Classification and Segmentation","Various methods and algorithms (not specified)","Benign and Malignant Nevi, Skin Cancer","Not informed","5","Not informed","No","Comparison with other works (not specified)","No","Not informed","Yes","Accuracy, Sensitivity and Specificity (not specified)","Good processing results for classification and segmentation of skin tumors lesions","No","No","","Various Types of Skin Tumors Lesion Medical Imaging (STLMI) of Healthy and Unhealthy Moles a Review and Computational of: Segmentation, Classification, Methods and Algorithms"
"Multi-stride fully convolutional network (FCN)","Yes","New","No","Segmentation","Deep learning based on whole slide images (WSIs)","Cutaneous melanoma","50 patient cases of cutaneous melanoma in WSIs","16","Not informed","No","Pathologists' measurements (Breslow thickness and Clark level)","No","Not informed","Yes","Accuracy, Breslow thickness measurement","Diagnostically equivalent to ground truth measurements for tumour and epidermis segmentation","No","No","","Segmentation of prognostic tissue structures in cutaneous melanoma using whole slide images"
"Genetic Based Clustering Algorithm","No","New","Yes (L*a*b color space conversion and genetic algorithm)","Segmentation","L*a*b color space conversion, Genetic algorithm for clustering","Not informed","22 images","0","Not informed","No","Not informed","No","Not informed","Yes","Cluster minimization, overall distance of the cluster (not specified)","Clear segments based on different colors","No","No","","An implementation of novel genetic based clustering algorithm for color image segmentation"
"Hybrid Deep Neural Networks","Yes","Adaptation","Yes (CNNs and Support Vector Machine classifiers)","Classification","AlexNet, VGG16, ResNet-18 as deep feature generators","Melanoma and Seborrheic Keratosis","ISIC 2017 classification challenge dataset (150 validation images)","240","Not informed","No","Area under receiver operating characteristic curve (AUC-ROC) for melanoma and seborrheic keratosis classification","Yes","Not informed","Yes","Accuracy, AUC-ROC (83.83% for melanoma, 97.55% for seborrheic keratosis)","Highest accuracy and AUC-ROC values achieved in the study","No","Yes","","Skin Lesion Classification Using Hybrid Deep Neural Networks"
"Convolutional Neural Network (CNN)","Yes","Adaptation","No","Classification","Texture components obtained by multi-scale decomposition and CNN input","Melanoma skin cancer","Not informed","15","Not informed","Yes (Segmentation of lesion object)","Accuracy comparison with other approaches from literature","No","Not informed","Yes","Accuracy","Higher accuracy compared to other approaches in the literature (not specified)","No","No","","Texture classification of skin lesion using convolutional neural network"
"Adaptive Thresholding with Normalization of Color Models","Yes","New","No","Segmentation","Normalization of RGB and XYZ color models, Adaptive thresholding","Melanoma and other skin cancers","ISIC dataset","64","Not informed","No","Dice, Jaccard scores (not specified)","No","Not informed","Yes (Otsu segmentation method)","Dice and Jaccard scores","Better result than Otsu segmentation method regarding grayscale model","No","No","","A skin lesion segmentation method for dermoscopic images based on adaptive thresholding with normalization of color models"
"GLCM based Approach","Yes","Adaptation","No","Classification","Gray-Level Co-Occurrence Matrix (GLCM)","Melanoma and other skin cancers","Not informed","46","No","Yes","Accuracy, Sensitivity, Specificity (99.02%, not specified)","No","Not informed","Yes","Accuracy, Sensitivity, Specificity","Highest accuracy of 99.02%","No","No","","An Efficient Gray-Level Co-Occurrence Matrix (GLCM) based Approach Towards Classification of Skin Lesion"
"Convolutional Neural Network (CNN)","Yes","New","No","Segmentation and Measurement of Proliferation Index (PI)","Deep learning algorithm for nuclei segmentation","Melanoma","Ki-67 stained biopsy images","13","Not informed","No","Average error rate (less than 0.7%) and computational complexity","No","Not informed","Yes","Accuracy, Average Error Rate","Robust nuclei segmentation with low error rate (less than 0.7%) and computational complexity","No","No","","Automated Melanoma Staging in Lymph Node Biopsy Image using Deep Learning"
"Edge detector-based automatic segmentation","Yes","Adaptation","No","Segmentation","T2 map generation, Canny filter, local regression","Not informed","35 healthy subjects with high-resolution 3 Tesla magnetic resonance imaging (MRI)","5","No","Yes (T2 map generation, Canny filter)","Dice index and Hausdorff distance for registration (0.64 [0.47; 0.80], 0.29 mm [0.28; 0.30])","No","Not informed","Yes","T2 values and thickness measurements (ρ: 0.905, P < 0.001; ρ: 0.8663; P < 0.001)","Strong correlation between automatic and manual measurements for T2 values and thickness measurements","No","Yes (before and after moisturization)","","Edge detector-based automatic segmentation of the skin layers and application to moisturization in high-resolution 3 Tesla magnetic resonance imaging"
"Deep Learning Features with LDA","Yes","Adaptation","Yes (Linear Discriminant Analysis and Deep Learning)","Classification","Activation of fully-connected layer of deep learning model","Melanoma","Not informed","41","Not informed","No","Various metrics (not specified)","No","Not informed","Yes","Classification accuracy, feature space dimensionality reduction","Significant lowering of employed features and increasing performance of all tested classifiers in almost all measured characteristics.","No","No","","Optimised deep learning features for improved melanoma detection"
"Multi-stage UNets (MS-UNet) with Context Information Fusion Structure","Yes","New","Yes (Auto-context scheme, Deep supervision mechanism)","Segmentation","Multi-scale feature space using UNet and CIFS","Melanoma and other skin cancers","ISBI 2016 Skin Lesion Challenge dataset","49","Not informed","No","Jaccard index, Dice coefficient (outperforms state-of-the-art methods)","No","Not informed","Yes","Jaccard index and Dice coefficient","Outperformed state-of-the-art deep learning based methods on ISBI 2016 Skin Lesion Challenge dataset","Yes","No","","A multi-stage framework with context information fusion structure for skin lesion segmentation"
"Convolutional Neural Network (CNN)","Yes","New","No","Classification","Deep learning based method using CNN classifier and feature extraction technique","Melanoma skin cancer","Publicly available dataset (not specified)","104","Not informed","No","Accuracy and training accuracy (89.5% and 93.7%)","No","Not informed","Yes","Accuracy, Training Accuracy","Highest accuracy of 89.5%","No","No","","Skin cancer detection using convolutional neural network"
"Not applicable","Yes","Not applicable","No","Survey and review of existing works","Various types of features used in DIA (not specified)","Melanoma and other skin cancers","Not applicable","176","Not informed","No","Relevance, limitations, and suggestions for future research (not specified)","No","Not informed","Yes","Not applicable","State-of-the-art review of feature extraction in DIA","No","No","","A Survey of Feature Extraction in Dermoscopy Image Analysis of Skin Cancer"
