"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Integration of handcrafted and deep neural features for melanoma classification","Yes","New, using a combination of handcrafted and deep learning approaches","Yes, combining handcrafted features with deep neural networks","Melanoma classification and localization of cancerous region","Yes, using Mean Shift, SIFT, and Gabor for handcrafted features","Melanoma","Not specified, but a large dataset of raw images was used","Not informed","Not informed","Not informed","Comparison with conventional approaches","Not informed","Not informed, but batch normalization and dropout were used","Yes, compared to other conventional approaches","Accuracy of melanoma classification","90% accuracy in early models, and 86% and 84% in late and full integration models","Yes, higher than other conventional approaches","Not informed","Not informed","Integration of Handcrafted and Deep Neural Features for Melanoma Classification and Localization of Cancerous Region"
"Dual Context Network (DC-Net) for 2D medical image segmentation","Yes, applied to skin lesion segmentation","New, combining Transformer Encoder and Adaptive Context Fusion Module","Yes, aggregating global context and fusing multi-scale context","2D medical image segmentation","Yes, using Global Context Transformer Encoder (GCTE) and Adaptive Context Fusion Module (ACFM)","Skin lesion","Not specified, but applied to skin lesion segmentation and cell contour segmentation tasks","Not informed","Not informed","Reshaping of original image and multi-scale feature maps into a sequence of image patches","Comparison with other advanced methods","Not explicitly mentioned, but uses pre-trained Transformer Encoder","Not informed","Yes, compared to other advanced methods","Segmentation performance","State-of-the-art performance on skin lesion segmentation and cell contour segmentation tasks","Yes, outperforms other advanced methods","Yes, applied to two different tasks: skin lesion segmentation and cell contour segmentation","Not informed","DC-Net: Dual Context Network for 2D Medical Image Segmentation"
"Deep learning-based skin lesion classification using merged top-N performing models","Yes","New, merging of top-N performing models","Yes, combining CNN and SVM","Classification of skin diseases","Yes, using merged top-N performing models as feature extractor","Skin cancer","ISIC 2019 dataset","Not informed","Not informed","Not informed","Evaluation on ISIC 2019 dataset","Not informed","Not informed","No","Accuracy, precision, and recall","86% accuracy with high precision (0.8) and recall (0.6) values","Not informed","No","Not informed","Skin Lesion Classification Using Deep Learning"
"Novel image segmentation algorithm based on hesitant neutrosophic and level set","Yes","New","Yes, combining hesitant neutrosophic set with level set","Image segmentation of dermoscopy images","Yes, using hesitant neutrosophic image to highlight target and edge information","Not specified, general skin cancer diagnosis","ISIC(2018) dermoscopy image dataset","Not informed","Not informed","Transformation into hesitant neutrosophic image","Comparison using Jaccard Index, MSE, PSNR, and SSIM metrics","Not informed","Not informed","No","Jaccard Index, MSE, PSNR, and SSIM","Jaccard Index values greater than 95%, with good performance on MSE, PSNR, and SSIM metrics","Not informed","No","Not informed","A Novel Image Segmentation Algorithm Based on Hesitant Neutrosophic and Level Set"
"Not applicable, analysis of Grad-CAM saliency maps","Yes","Not informed","No","Investigation of overlap between Grad-CAM saliency maps and explainable visual features in skin cancer images","Yes, using thresholded Grad-CAM saliency maps","Melanoma","Not specified","Not informed","Not informed","Not informed","Comparison with state-of-the-art architectures (U-Net)","Not applicable","Not applicable","Yes, comparison with U-Net architecture","Jaccard index","Jaccard indices as high as 0.143, indicating good overlap between Grad-CAM saliency maps and visual features","Yes, compared to state-of-the-art architectures (U-Net)","No","Higher resolution saliency maps could help doctors in spotting wrong classifications","On the Overlap Between Grad-CAM Saliency Maps and Explainable Visual Features in Skin Cancer Images"
"System combining CNN and Tacotron model for cancer diagnosis and communication","Yes","New, combining CNN and Tacotron models","Yes, combining image classification with speech synthesis","Cancer diagnosis and communication between doctors and patients","Yes, using CNN model for image classification","Skin cancer, specifically Melanoma","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","Not informed","No","Not informed","Tacotron Model and CNN in Virtual Reality for Cancer Diagnosis and Communication between Doctors and Patients"
"Deep learning based skin lesion classifier","Yes","Not informed","No","Development of a trustworthy AI system for healthcare, specifically for skin lesion classification","Not specified, but uses deep learning networks to analyze images of skin lesions","Malignant melanoma and other skin lesions","Not informed","Not informed","Not informed","Not specified","Ethical, legal, and technical issues investigated during co-design phase","Not applicable","Not applicable","No","Trustworthiness of the AI system","Co-design methodology ensures trustworthiness in the early design phase of the AI system component for healthcare","Not applicable","No","Not specified, but highlights the importance of a multidisciplinary team and holistic approach to co-designing trustworthy AI systems","Co-Design of a Trustworthy AI System in Healthcare: Deep Learning Based Skin Lesion Classifier"
"Convolutional Neural Network (CNN) based skin cancer detection using ResNet models","Yes","New, using pre-trained ResNet models","No","Classification of skin cancer as Malignant or Benign","Yes, using convolutional neural network","Malignant and Benign skin cancer","Kaggle.com dataset with 6,599 images","6,599","Not informed","Not informed","Comparison with existing method and test results using different ResNet models","Yes, using pre-trained ResNet models","Not informed","Yes, compared to existing method (VGG-16 model) and other ResNet models","Accuracy of image classification","89.65% accuracy using ResNet152 model","Yes, outperformed the existing method with an accuracy of 83.02%","No","Not informed","Convolutional Neural Network Based Skin Cancer Detection (Malignant vs Benign)"
"Transfer learning approach using pre-trained models (Resnet50, U-net, Densenet121, MOBILENETV1, InceptionV3)","Yes","Adaptation, using transfer learning with pre-trained models","No","Detection of skin cancer using deep neural networks","Yes, using pre-trained models with dense trainable layers","Skin cancer","HAM1000 dataset","Not informed","Not informed","Not informed","Comparison of different pre-trained models and CNN architecture models","Yes, using pre-trained models with weights from ImageNet","Not informed","Yes, comparison between pre-trained models and CNN architecture models","Test accuracy","Resnet50, U-net, Densenet121, MOBILENETV1, InceptionV3 achieved the highest accuracy with 91% test accuracy","Yes, comparison with state-of-the-art models","No, only HAM1000 dataset was used","Not informed","Transfer Learning Approach and Analysis for Skin Cancer Detection"
"Segmentor Adversarial Network (SegAN)","Yes, for skin lesion segmentation","Adaptation, inspired from classical GAN","No","Automated tumor segmentation","Not informed","Brain tumor and skin lesion","BraTs 2017 brain tumor and ISIC 2018 skin lesion datasets","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","Not informed","Yes, BraTs 2017 and ISIC 2018 datasets","Not informed","Performance Analysis of Segmentor Adversarial Network (SegAN) on Bio-Medical Images for Image Segmentation"
"Deep CNN model for skin cancer detection and classification","Yes","New, deep Convolution Neural Network (CNN) model","No","Detection and classification of skin cancer","Yes, using convolutional layers","Skin cancer","Collected dataset with four skin cancer image data","Not informed, but augmented to increase size","Not informed","Data augmentation techniques applied","Comparison with pre-trained models (GoogleNet and MobileNet) and other contemporaneous models","No, trained from scratch","Yes, used to increase dataset size","Yes, compared to GoogleNet and MobileNet","Accuracy","95.98% accuracy on test data","Yes, outperformed other models","No","Not informed","A Deep CNN Model for Skin Cancer Detection and Classification"
"Two convolutional neural networks (DenseNet-96 and ResNet-152) for diagnosing benign, pigmented facial skin lesions","Yes","New, using deep learning techniques","Yes, fusing verification results of overall picture and extracted lesion images","Diagnosing six pigmentary diseases","Yes, using convolutional neural networks","Benign, pigmented facial skin lesions (not cancerous)","Not specified, but trained on extracted lesion images and overall pictures","Not informed","Not informed","Cropping images around lesions and training networks on extracted lesion images","Comparison with physicians' assessments and evaluation of image recognition performance","Not explicitly mentioned, but uses pre-trained convolutional neural networks (DenseNet-96 and ResNet-152)","Not informed","Yes, comparison between DenseNet-96, ResNet-152, and converged network models","AUC (Area Under the Curve) for evaluating model performance","Converged network model achieved a comprehensive classification performance comparable to that of doctors, with AUC values of 0.98 (DenseNet-96) and 0.96 (ResNet-152)","Yes, compared to skin specialists' assessments","No","Not explicitly mentioned","Development and validation of two artificial intelligence models for diagnosing benign, pigmented facial skin lesions"
"Kernel fuzzy C-means and improved neural network optimization algorithm","Yes","New, using kernel fuzzy C-means for ROI segmentation","Yes, combining preprocessing, feature extraction, feature selection, and SVM classification","Computer-aided diagnosis of skin cancers","Yes, extracting features from the region of interest (ROI)","Malignant skin cancer","Not specified","Not informed","Not informed","Yes, noise reduction and contrast enhancement","Comparison with state-of-the-art methods","Not informed","Not informed","Yes, compared to 5 state-of-the-art methods","Performance comparison with other methods","The proposed approach showed higher superiority towards the others","Yes","Not informed","Not informed","Skin Cancer Detection Using Kernel Fuzzy C-Means and Improved Neural Network Optimization Algorithm"
"Not applicable, conference proceedings","Yes, skin lesion segmentation mentioned in one of the topics","Not informed","No","Medical Image Computing and Computer Assisted Intervention","Not applicable","Brain tumor, polyp, skin lesion, etc.","Various datasets mentioned in the topics (e.g. NucMM Dataset, AxonEM Dataset)","Not informed","Not informed","Not applicable","Not applicable","Mentioned in some topics (e.g. TransFuse: Fusing Transformers and CNNs for Medical Image Segmentation)","Mentioned in one topic (carveMix: A Simple Data Augmentation Method for Brain Lesion Segmentation)","Not applicable","Not informed","Not applicable","Not applicable","Yes, various datasets mentioned in the topics","Not informed","24th International Conference on Medical Image Computing and Computer Assisted Intervention, MICCAI 2021"
"Convolutional Neural Network (CNN) with data enhancement and ResNet-50","Yes","Adaptation, using pre-trained ResNet-50 model","No","Detection and classification of skin cancer","Yes, using convolutional and max pooling layers","9 different kinds of skin cancers","Skin Cancer ISIC dataset","Not informed","Not informed","Data enhancement techniques (rotation, brightness adjustment, histogram equalization, noise addition, flipping, and USM)","Comparison of model accuracy with different architectures and enhancements","Yes, using pre-trained ResNet-50 model","Yes, using data enhancement techniques","Yes, comparison between original CNN model, enhanced CNN model, and ResNet-50 model","Model accuracy","Accuracy of over 65% with ResNet-50 model","Not informed","No","Initial model accuracy was low (45%), and dataset images were not standardized","Automatic Skin Cancer Detection and Classification Based on Convolutional Neural Network and Natural Language Processing"
"Microscopic hyperspectral imaging technology for skin melanoma identification","Yes","Not informed","No","Segmentation of skin melanoma","Yes, using spectral math and spatial features","Melanoma","Not informed","Not informed","Not informed","Spectral math preprocessing of microscopic hyperspectral images","Comparison between MLC, CNN, and SVM classification methods","Not informed","Not informed","Yes, comparison between MLC, CNN, and SVM classification methods","Accuracy of segmentation results","Not specified, experiment shows practical value in pathological diagnosis","Not applicable","No","Not informed","Identification of skin melanoma based on microscopic hyperspectral imaging technology"
"Fuzzy C-Means (FCM) segmentation with Deep Convolutional Neural Network (DCNN)","Yes","Hybrid, combining FCM and DCNN","Yes, combining FCM segmentation and DCNN classification","Skin disease classification using lesion segmentation","Yes, using DCNN","Not specified, general skin diseases","Not informed","Not informed","Not informed","FCM segmentation to extract lesion regions","Comparative analysis with traditional segmentation techniques","Not informed","Not informed","Yes, compared to traditional segmentation techniques","Classification accuracy","Improved classification accuracy using FCM segmentation with DCNN","Not informed","No","Not informed","Handling Uncertainty with Fuzzy Lesion Segmentation Improves the Classification Accuracy of Skin Diseases using Deep Convolutional Networks"
"Not applicable, discussion on melanoma prevention strategies","No","Not informed","No","Discussion of primary and secondary prevention measures for melanoma","No","Melanoma","Not applicable, discussion on general concepts and strategies","Not informed","Not informed","Not applicable","Not applicable","Not applicable","Not applicable","No","Not applicable","Not applicable","Not applicable","No","Not informed","Melanoma Prevention"
"Automated mobile image acquisition of macroscopic dermatological lesions","Yes","New, using machine learning and computer vision techniques","Yes, combining automated image focus assessment and segmentation of dermatological lesions","Standardization of image acquisition for early diagnosis of skin cancer","Yes, using feature-based machine learning approach","Skin cancer","Three datasets: one purposely collected with 3428 images, and two others from literature with 1380 images","4808 (3428 + 1380)","Not informed","Automated image focus assessment and segmentation of dermatological lesions","Evaluation using accuracy, Jaccard index, and processing time","Not informed","Not informed","No","Accuracy (88.3% and 86.8%), Jaccard index (85.81% and 68.59%)","Fast processing time suitable for real-time usage in medium and high-performance smartphones","Not informed","Yes, three different datasets","Not informed","Automated mobile image acquisition of macroscopic dermatological lesions"
"Region-extreme convolutional neural network","Yes","New","Yes, combining region refinement, localization, and extreme learning machine (ELM) classifier","Melanoma malignancy recognition as malignant or benign","Yes, using deep feature maps generated from the defined melanoma lesion","Melanoma","ISIC-2016 and ISIC-2017 datasets","Not informed","Not informed","Refining dermoscopy images to eliminate natural or clinical artefacts","Comparison with ISIC challenge winners","Not informed","Not informed","Yes, compared to existing methods and ISIC challenge winners","Melanoma malignancy recognition accuracy, Jaccard index, and Dice score","85% accuracy on ISIC-2016 and 93% on ISIC-2017 datasets, with average Jaccard index of 0.93 and Dice score of 0.94","Yes, outperforms existing methods","Yes, evaluated on two challenge datasets (ISIC-2016 and ISIC-2017)","Not informed","A Novel Region-Extreme Convolutional Neural Network for Melanoma Malignancy Recognition"
"Harris Hawk optimization method and active contour model for medical image segmentation","Yes","New","Yes, combining thresholding and active contour model","Automatic segmentation of medical images","Not informed","Skin lesion","ISBI 2016 skin dataset and ACDC cardiac magnetic resonance dataset (MICCAI 2017)","Not informed","Not informed","Thresholding to obtain initial contour for segmentation","Comparison with state-of-the-art algorithms","Not informed","Not informed","Yes, compared to other state-of-the-art algorithms","Dice Score","Overall Dice Score of 0.90 for skin dataset and 0.93 for cardiac dataset","Yes","Yes, tested on ISBI 2016 skin dataset and ACDC cardiac magnetic resonance dataset","Not informed","Automatic segmentation of medical images using a novel Harris Hawk optimization method and an active contour model"
"Not specified, review of deep learning models for melanoma image texture pattern recognition","Yes","Not informed","No","Review of computer-aided diagnosis (CAD) systems for melanoma detection","Yes, analysis of image feature analysis and prediction methods based on neural networks","Melanoma","Not informed","Not informed","Not informed","Not informed","Review of evaluation measures for each technique","Not informed","Not informed","Yes, comparison of different neural network-based classification models","Detection efficiency and accuracy measures","Identification of the most suitable technique for melanoma skin disease detection with high detection efficiency","Not informed","No","Not informed","Deep Learning Models of Melonoma Image Texture Pattern Recognition"
"Deep learning based classification of facial dermatological disorders","Yes","Adaptation, using pre-trained DenseNet201 architecture","Yes, combining lesion detection and segmentation with classification","Classification of dermatological diseases from color digital photographs","Yes, using a variational level set technique for lesion detection and extraction","Not specified, general facial dermatological disorders","Not informed","Not informed","Not informed","Noise reduction and intensity normalization steps","Comparative evaluations of ten convolutional networks for skin lesion classification","Yes, using pre-trained DenseNet201 structure","Not informed","Yes, comparison with other convolutional networks","Accuracy","95.24% accuracy in classifying lesions","Yes, comparative evaluations with state-of-the-art works","Not informed","Not informed","Deep learning based classification of facial dermatological disorders"
"Image assisted assessment of cancer segment using Bat Algorithm (BA) and Kapur’s threshold","Yes","New","Yes, combining BA and Active Contour Segmentation (ACS)","Segmentation of melanoma tainted skin fragment from dermoscopy images","Not informed","Skin Melanoma (SM)","DermIS and Dermquest benchmark datasets","Not informed","Not informed","Transformation of images into 256 × 256 pixels","Comparative examination with ground truth (GT) slice","Not informed","Not informed","Yes, comparison with GT","Jaccard-Index and Dice value","Better Jaccard-Index and Dice value for the considered datasets","Not informed","Yes (DermIS and Dermquest)","Not informed","Image assisted assessment of cancer segment from dermoscopy images"
"Optimized Deep Neural Model","Yes, skin cancer classification","New, convolutional neural network model","No","Classification of cancer into benign or malignant","Yes, using convolutional neural network","Skin cancer, brain tumor, breast cancer, and colon cancer","Not specified","Not informed","Not informed","Not informed","Comparison with ResNet-50 model","No, proposed model is trained from scratch","Not informed","Yes, compared to ResNet-50 model","Accuracy","95% accuracy for brain tumor classification, outperforming ResNet-50 model","Yes, proposed model performs better than ResNet-50 in every category","No, but tested on different types of cancer","Not informed","Optimized Deep Neural Model for Cancer Detection and Classification Over ResNet"
"Comparison of CNN models (VGGNet19, ResNet50, ResNet152, DenseNet201, Inception-v3, Xception) for skin cancer classification","Yes","Existing architectures with modifications (data enhancement and transfer learning)","Yes, combining data enhancement and transfer learning","Classification of skin cancer images","Yes, using convolutional neural networks","Skin cancer (8 different kinds)","ISIC 2019 challenge dataset","25,331","Not informed","Data enhancement applied in some experiments","Comparison of models and methods (data enhancement, transfer learning, optimizers)","Yes, using pre-trained models","Yes, data enhancement method applied","Yes, comparison of 6 CNN models and different methods","Accuracy","Xception with data enhancement, transfer learning, and Adam optimizer achieved the highest accuracy of 83.8%","Not informed","No, only ISIC 2019 challenge dataset used","Data enhancement method had a weak impact on results","Skin Cancer Classification Based on Convolutional Neural Network"
"Invariant Dataset Augmentation (IDA) method with Convolutional Neural Networks","Yes","Adaptation, using pre-trained neural networks (e.g. Inception-ResNet-v2, VGG19, Xception)","Yes, combining IDA and CNNs","Classification of dermoscopic features in images","Yes, using pre-trained neural networks","Skin lesions (blue-white veil feature classification)","PH2 and Derm7pt dermoscopic datasets","Not informed","Not informed","IDA method applied for training, validation, and testing","Comparison of classification results with different scenarios (e.g. weighted accuracy, sensitivity, precision)","Yes, using pre-trained neural networks","Yes, IDA method used for data augmentation","Yes, comparison of classification results with and without IDA","Weighted accuracy, sensitivity (true positive rate), precision (positive predictive rate), F1 score, MCC","Higher classification results achieved using IDA method (e.g. higher sensitivity and precision)","Not informed","Yes, tested on PH2 and Derm7pt datasets","Not informed","Enhancing Dermoscopic Features Classification in Images Using Invariant Dataset Augmentation and Convolutional Neural Networks"
"Not applicable, conference proceedings","Yes, anomaly detection for skin lesion images and explainable AI for skin cancer images","Not informed","No","Machine Learning and Knowledge Extraction","Not specified","Skin cancer","Not applicable, conference proceedings","Not informed","Not informed","Not informed","Not applicable","Not applicable","Not applicable","No","Not specified","Not applicable, conference proceedings","Not applicable","No","Not informed","5th IFIP TC 5, TC 12, WG 8.4, WG 8.9, WG 12.9 International Cross-Domain Conference on Machine Learning and Knowledge Extraction, CD-MAKE 2021"
"Exemplars and Counterexemplars Explanations for Image Classifiers","Yes","New, using adversarial autoencoder for explanation module","Yes, combining deep neural network classifier with explanation module","Explainable AI for skin lesion diagnosis","Not specified, but uses a trained classifier and an explanation module","Skin lesions","Not informed","Not informed","Not informed","Not informed","Illustration of the system's behavior on representative examples","Not specified, but uses a trained classifier","Not informed","No","Not specified, focuses on providing explanations for classification decisions","Provides exemplars and counterexemplars to support the practitioner's understanding of the automatic diagnosis system","Not informed","No","Not specified, but highlights the importance of explainable AI in sensitive contexts like medical domains","Exemplars and Counterexemplars Explanations for Image Classifiers, Targeting Skin Lesion Labeling"
"Smartphone application for diagnosis of skin diseases using artificial intelligence","Yes","Not informed","No","Diagnosis of skin diseases, including melanoma and other dermatoses","Not specified, uses AI-powered web application","Melanoma and other skin cancers","Collection of skin lesion images from patients with verified diagnoses","Not informed","Not informed","Not specified, uses smartphone-captured images","Comparison against expert diagnosis","Not applicable","Not applicable","Yes, compared to expert diagnosis","Accuracy, reliability, sensitivity, and specificity of diagnoses","Increased chance of correct diagnosis when considering more outcomes and samples, but overall performance was insufficient for clinical purposes","Not applicable","No","AI diagnostics are not yet an adequate replacement for medical professionals, with low reliability, sensitivity, and specificity","Evaluation of a smartphone application for diagnosis of skin diseases"
"Mole similarity assessment algorithm","Yes","Not informed","No","Automated assessment of mole similarity on dermoscopic images","Yes, using features such as size, entropy (color variation), and cluster prominence (asymmetry)","Melanoma detection","Not specified, but tested on 18 patients with at least five moles each","Not informed","Not informed","Feature engineering to capture mole properties","Comparison with dermatologists' assessments and random guesses","Not applicable","Not applicable","Yes, compared to dermatologists' assessments and random guesses","Fleiss' Kappa agreement coefficients and iteration tests","Moderate agreement between the algorithm's similarity assessments and those of dermatologists (mean Kappa = 0.49)","Not applicable, but comparable to agreement among dermatologists themselves (mean Kappa = 0.48)","No","Not informed","Toward automated assessment of mole similarity on dermoscopic images"
"Multitasking learning framework for dermoscopic image analysis","Yes","New, using encoder-decoder convolutional neural network","Yes, combining skin lesion segmentation, hair mask segmentation, and inpainting tasks","Dermoscopic image analysis through multitasking learning","Yes, using convolutional neural network","Skin lesions","PH2, dermquest, dermis, EDRA2002, and ISIC Data Archive databases","Not informed","Not informed","Not informed","Comparison between multitasking model and single-task models using statistical tests","Not informed","Not informed","Yes, comparison with individual performance of each task in a single-task model","Series of metrics (not specified) to evaluate tasks' performance","Skin lesion segmentation and hair mask segmentation improve their performance when learned together in a multitasking framework","Not informed","Yes, five public databases used for experiments","Inpainting task does not benefit from this type of learning","A Multitasking Learning Framework for Dermoscopic Image Analysis"
"Color space-based edge detection method with linear structure element","Yes","New","No","Edge detection of skin lesion images","No","Skin lesion","Not informed","Not informed","Not informed","Conversion to red color space","Comparison with standard Sobel edge detection method","No","No","Yes, comparison with standard Sobel edge detection method","Performance of the proposed method","Not informed","No","No","Not informed","Morphological Transformation in Color Space-Based Edge Detection of Skin Lesion Images"
"Generic boundary-aware loss function for medical image segmentation","Yes, includes skin lesion data","Not informed","Yes, combines standard loss functions with proposed boundary-aware loss function","Effective boundary extraction in medical image segmentation","Not specified","Colon polyp, skin lesion, and other abnormalities","Public medical datasets (colon polyp, skin lesion, and chest X-ray data)","Not informed","Not informed","Not specified","Comparison with standard loss functions (cross-entropy loss and Dice loss)","Not informed","Not informed","Yes, compared to standard loss functions","Segmentation performance","Comparable or better performance than standard loss functions alone","Not informed","Yes (colon polyp, skin lesion, and chest X-ray data)","Not specified","A Simple Generic Method for Effective Boundary Extraction in Medical Image Segmentation"
"Deep learning approach using Convolution Neural Networks (CNN) and transfer learning with VGG16","Yes, skin cancer detection","Adaptation, using pre-trained weights of VGG16","No","Detection and classification of cancer types (brain, lung, and skin)","Yes, using CNN and transfer learning","Brain, lung, and skin cancer","CT scan images (cancerous and normal)","Not informed","Not informed","Not informed","Comparison with traditional methods","Yes, using pre-trained weights of VGG16","Not informed","Yes, comparison with traditional methods","Accuracy","Accuracy greater than 95%","Not informed","No","Not informed","A Deep Learning Approach for Detecting and Classifying Cancer Types"
"Computer-aided diagnostic (CAD) systems for skin diseases","Yes","Not informed","Yes, combining image processing and machine learning tools","Development of CAD systems for improved diagnosis of skin disorders","Yes, feature extraction/learning module","Skin diseases/disorders (general)","Not specified","Not informed","Not informed","Preprocessing module","Not specified","Not informed","Not informed","No","Not specified","Not applicable, book chapter on CAD systems for skin diseases","Not applicable","Not applicable","Quantification of clinically relevant information is a challenging task","Recent Trends in Computer-Aided Diagnostic Systems for Skin Diseases: Theory, Implementation, and Analysis"
"Not applicable, conference proceedings","Yes, one of the topics is melanoma detection among various skin lesions","Not informed","No","Various, including Big Data, Machine Learning, and their Applications","Not applicable","Melanoma","Not applicable, conference proceedings","Not informed","Not informed","Not applicable","Not applicable","Not applicable","Not applicable","No","Not applicable","Not applicable","Not applicable","No","Not informed","International Conference on Big Data, Machine Learning and their Applications, ICBMA 2019"
"Automated image-based detection system for skin disease diagnosis","Yes","Not informed","Yes, incorporating machine learning techniques and image processing modules","Early identification of skin diseases through automated image analysis","Yes, feature extraction module for diagnosis","Melanoma and other skin cancers","Various available image databases (not specified)","Not informed","Not informed","Image enhancement module","Performance analysis using evaluation metrics","Not informed","Not informed","Yes, comparison of different diagnosis systems and methods","Performance accuracy (not specified which metric)","State-of-the-art method for specific disease diagnosis based on performance accuracy","Yes, identification of state-of-the-art method for each disease","Not informed","Challenges and future research directions highlighted","A Survey on a Skin Disease Detection System"
"Not applicable, conference proceedings","Yes, one of the topics includes skin lesion illustration and identification","Not informed","No","Various, including pattern recognition techniques for skin lesions","Not specified, but may include convolutional neural networks and other machine learning methods","Skin cancer, specifically skin lesions in dermoscopic dataset","Dermoscopic dataset (not specified which one)","Not informed","Not informed","Not informed","Not applicable, conference proceedings","Not applicable","Not applicable","No","Not specified","Not applicable, conference proceedings","Not applicable","No","Not informed","5th International Conference on Intelligent, Interactive Systems and Applications, IISA 2020"
"Ensembled VGG with integration of ensemble methods and YOLO for object detection","Yes","Adaptation, integrating ensemble methods into VGG classifier","Yes, combining convolutional layers, ensemble methods, and fully connected layers","Detection and classification of top 10 common skin diseases","Yes, using convolutional layers for feature extraction from images","Not specified, general skin diseases","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Accuracy of skin disease detection and classification","Higher accuracy than existing models, with ability to detect location and class of diseases using YOLO","Not informed","No","Not informed","Clinical Skin Disease Detection and Classification: Ensembled VGG"
"Convolutional Neural Network (CNN) for skin disease classification","Yes","New, using CNN for skin disease classification","No","Classification of skin diseases at an early stage","Not informed","Skin cancer and other skin diseases","Not specified, but using data augmentation to increase training data size","Not informed","Not informed","Data augmentation for increasing the count size of the training data","Not informed","Not informed","Yes, using data augmentation to increase training data size and improve accuracy","No","Accuracy of classification","97% accuracy result expected after applying data augmentation","Not informed","No","Not informed","Data set preparation using the method of data augmentation for classification of skin diseases"
"Not applicable, comparative study of segmentation techniques","Yes","Not informed","No","Comparison of segmentation algorithms for skin disease detection","Yes, extraction of essential features from segmented lesion part","Skin diseases, including lesions","Not specified, but mentions need for extensive datasets","Not informed","Not informed","Not informed","Qualitative and quantitative evaluation of segmentation algorithms","Not applicable","Not applicable","Yes, comparison among various segmentation algorithms","Detection accuracy, sensitivity, and specificity","Not specified, as it's a comparative study","Not applicable","No","Need for extensive datasets, efficient segmentation algorithms, and mobile-friendly computation environment","A comparative study among segmentation techniques for skin disease detection systems"
"Not applicable, review of artificial intelligence techniques for cancer detection","No, focuses on lung, brain, and liver cancer","Not informed","Yes, combines computer-aided detection systems with artificial intelligence","Review of methods for cancer detection using medical image processing","Not specified","Lung cancer, brain cancer, and liver cancer","Not applicable, review paper","Not informed","Not informed","Pre-processing techniques reviewed, including image acquisition and segmentation","Not applicable, review paper","Not specified","Not specified","Not applicable, review paper","Not specified","Artificial intelligence techniques show promise for accurate and efficient cancer detection","Not applicable","No","Challenges in implementing AI-based systems, including image acquisition, pre-processing, segmentation, data management, and classification strategies","Artificial intelligence techniques for cancer detection in medical image processing: A review"
"Hybrid Deep Neural Networks integrating Multi-Layer Perceptron (MLP) network and Convolutional Neural Network","No, diagnosis of Hand, Foot, and Mouth Disease (HFMD)","New, hybrid architecture combining MLP and CNN","Yes, combines clinical symptoms and image data","Diagnosis of HFMD using integrated features from clinical and image data","Yes, extracts features from both clinical data and images","Not applicable, diagnosis of infectious disease (HFMD)","Not specified, but used for training and testing the proposed model","Not informed","Not informed","Not informed","Cross-validation experiments comparing different models (MLP, CNN, Hybrid DNN)","Yes, uses pre-trained CNN architectures (MobileNet, NasNetMobile) with fine-tuning for HFMD diagnosis","Not informed","Yes, compared to typical MLP and CNN models","Accuracy of disease diagnosis","99%-100% accurate diagnosis using the proposed Hybrid Deep Neural Networks","Outperforms existing image classification and clinical symptoms-based models","No, but used cross-validation to evaluate model performance","Not informed","Digital Diagnosis of Hand, Foot, and Mouth Disease Using Hybrid Deep Neural Networks"
"Regularized adversarial training framework for automatic data augmentation","Yes, applied to 2D skin cancer classification","New, using min-max objectives and differentiable augmentation models","Yes, combining affine transformation, deformation, and appearance changes","Automatic data augmentation for medical image analysis","Not specified","Skin cancer","Not specified, but applied to 2D skin cancer classification and 3D organs-at-risk segmentation tasks","Not informed","Not informed","Not specified","Comparison with state-of-the-art auto-augmentation methods","Not specified","Yes, automatic data augmentation via regularized adversarial training","Yes, compared to state-of-the-art auto-augmentation methods","Performance on 2D skin cancer classification and 3D organs-at-risk segmentation tasks","Superior performance over state-of-the-art auto-augmentation methods with less training overhead","Yes","Yes, applied to both 2D skin cancer classification and 3D organs-at-risk segmentation tasks","Not informed","Enabling Data Diversity: Efficient Automatic Augmentation via Regularized Adversarial Training"
"Not specified, general framework for skin cancer identification","Yes","Not informed","No","Diagnosis of skin cancer","Yes, using Gabor features","Skin cancer","Not specified","Not informed","Not informed","Region of interest (ROI) extraction","Not specified","Not applicable","Not applicable","No","Not specified","Not informed","Not applicable","No","Most existing methodologies lack adaptability in the recovery organize, and their diagnostic accuracy is limited","Skin Cancer Identification"
